,date,time,race,type,race perceived prior,experience,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
553,2020-11-21 21:50:00,1900-01-01 21:50:00,white,1_Moving violation,,,Redwood highway frontage,16:54:38,17:23:43,1015.0,1044.0,1310.0,-266.0,0,1
556,2020-11-21 21:40:00,1900-01-01 21:40:00,white,,,5.0,Highway 101 Paradise Drive,16:54:38,17:23:43,1015.0,1044.0,1300.0,-256.0,0,1
557,2020-11-21 19:52:00,1900-01-01 19:52:00,white,2_Equipment violation,,3.0,800 College Ave,16:54:38,17:23:43,1015.0,1044.0,1192.0,-148.0,1,1
558,2020-11-22 20:01:00,1900-01-01 20:01:00,white,2_Equipment violation,,11.0,Meadow and N. San Pedro,16:54:08,17:23:17,1014.0,1043.0,1201.0,-158.0,1,1
559,2020-11-22 19:44:00,1900-01-01 19:44:00,black/african american,2_Equipment violation,,,N Bridge/Bridgeway ,16:54:08,17:23:17,1014.0,1043.0,1184.0,-141.0,1,1
560,2020-11-22 18:00:00,1900-01-01 18:00:00,white,1_Moving violation,,15.0,8000 Shoreline Highway ,16:54:08,17:23:17,1014.0,1043.0,1080.0,-37.0,1,1
561,2020-11-22 20:49:00,1900-01-01 20:49:00,white,2_Equipment violation,,,131 overpass ,16:54:08,17:23:17,1014.0,1043.0,1249.0,-206.0,1,1
562,2020-11-22 17:00:00,1900-01-01 17:00:00,white,2_Equipment violation,,,SB 101 @ Stin00n Beach off,16:54:08,17:23:17,1014.0,1043.0,1020.0,23.0,0,0
565,2020-11-22 19:44:00,1900-01-01 19:44:00,black/african american,2_Equipment violation,,,N Bridge Blvd/Bridegway ,16:54:08,17:23:17,1014.0,1043.0,1184.0,-141.0,1,1
566,2020-11-22 22:52:00,1900-01-01 22:52:00,white,2_Equipment violation,,,SB 101 @ Shoreline ,16:54:08,17:23:17,1014.0,1043.0,1372.0,-329.0,0,1
567,2020-11-23 15:12:00,1900-01-01 15:12:00,white,1_Moving violation,,,215 shoreline highway,16:53:40,17:22:53,1014.0,1043.0,912.0,131.0,0,0
568,2020-11-23 20:30:00,1900-01-01 20:30:00,black/african american,1_Moving violation,,2.0,Highway 101/ Nave Drive,16:53:40,17:22:53,1014.0,1043.0,1230.0,-187.0,1,1
569,2020-11-23 20:40:00,1900-01-01 20:40:00,black/african american,2_Equipment violation,,2.0,Highway 101/ Bel Marin Keys,16:53:40,17:22:53,1014.0,1043.0,1240.0,-197.0,1,1
570,2020-11-23 23:54:00,1900-01-01 23:54:00,white,1_Moving violation,,,500 redwood highway frontage ,16:53:40,17:22:53,1014.0,1043.0,1434.0,-391.0,0,1
574,2020-11-24 19:35:00,1900-01-01 19:35:00,black/african american,2_Equipment violation,,,Drake Ave/Donahue St,16:53:15,17:22:31,1013.0,1043.0,1175.0,-132.0,1,1
575,2020-11-24 20:01:00,1900-01-01 20:01:00,hispanic/latino(a),2_Equipment violation,,14.0,100 Eliseo Dr,16:53:15,17:22:31,1013.0,1043.0,1201.0,-158.0,1,1
576,2020-11-24 20:08:00,1900-01-01 20:08:00,white,2_Equipment violation,,5.0,200 Butterfield Rd,16:53:15,17:22:31,1013.0,1043.0,1208.0,-165.0,1,1
577,2020-11-24 23:03:00,1900-01-01 23:03:00,black/african american,2_Equipment violation,,,SB 101 at Shoreline Hwy,16:53:15,17:22:31,1013.0,1043.0,1383.0,-340.0,0,1
578,2020-11-24 22:18:00,1900-01-01 22:18:00,hispanic/latino(a),1_Moving violation,,,5000 Paradise Dr,16:53:15,17:22:31,1013.0,1043.0,1338.0,-295.0,0,1
581,2020-11-25 22:19:00,1900-01-01 22:19:00,black/african american,2_Equipment violation,,3.0,E Sir Francis Drake Blvd/Larkspur Lansing Cir,16:52:51,17:22:11,1013.0,1042.0,1339.0,-297.0,0,1
582,2020-11-25 19:42:00,1900-01-01 19:42:00,white,,,,200 shoreline ,16:52:51,17:22:11,1013.0,1042.0,1182.0,-140.0,1,1
583,2020-11-25 21:55:00,1900-01-01 21:55:00,black/african american,2_Equipment violation,,,100 Donahue street ,16:52:51,17:22:11,1013.0,1042.0,1315.0,-273.0,0,1
584,2020-11-25 23:15:00,1900-01-01 23:15:00,black/african american,1_Moving violation,,3.0,E Sir Francis Drake Blvd/Larkspur Landing Cir,16:52:51,17:22:11,1013.0,1042.0,1395.0,-353.0,0,1
595,2020-11-26 16:10:00,1900-01-01 16:10:00,middle eastern or south asian,1_Moving violation,,29.0,Hwy 101 North/Sir Francis Drake Blvd,16:52:29,17:21:53,1012.0,1042.0,970.0,72.0,0,0
597,2020-11-26 18:15:00,1900-01-01 18:15:00,hispanic/latino(a),1_Moving violation,,,00uthbound highway 101 at Andersen ,16:52:29,17:21:53,1012.0,1042.0,1095.0,-53.0,1,1
599,2020-11-26 22:41:00,1900-01-01 22:41:00,white,2_Equipment violation,,13.0,Sb 101 at spencer ave,16:52:29,17:21:53,1012.0,1042.0,1361.0,-319.0,0,1
601,2020-11-27 20:21:00,1900-01-01 20:21:00,hispanic/latino(a),2_Equipment violation,,4.0,E Sri Francis drake/ larkspur landing ,16:52:10,17:21:36,1012.0,1042.0,1221.0,-179.0,1,1
602,2020-11-27 21:11:00,1900-01-01 21:11:00,white,2_Equipment violation,,4.0,90 Madera,16:52:10,17:21:36,1012.0,1042.0,1271.0,-229.0,0,1
603,2020-11-27 22:10:00,1900-01-01 22:10:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,16:52:10,17:21:36,1012.0,1042.0,1330.0,-288.0,0,1
604,2020-11-27 22:37:00,1900-01-01 22:37:00,white,2_Equipment violation,,6.0,100 sir Francis drake,16:52:10,17:21:36,1012.0,1042.0,1357.0,-315.0,0,1
605,2020-11-27 21:34:00,1900-01-01 21:34:00,white,,,3.0,Hwy 101/N San Pedro Rd,16:52:10,17:21:36,1012.0,1042.0,1294.0,-252.0,0,1
606,2020-11-27 21:52:00,1900-01-01 21:52:00,white,,,3.0,Hwy 101/Lincoln Ave,16:52:10,17:21:36,1012.0,1042.0,1312.0,-270.0,0,1
607,2020-11-27 21:52:00,1900-01-01 21:52:00,white,,,3.0,Hwy 101/Lincoln Ave,16:52:10,17:21:36,1012.0,1042.0,1312.0,-270.0,0,1
609,2020-11-28 19:55:00,1900-01-01 19:55:00,hispanic/latino(a),2_Equipment violation,,3.0,Miller Creek/St Vincent’s Dr,16:51:52,17:21:22,1012.0,1041.0,1195.0,-154.0,1,1
610,2020-11-28 19:47:00,1900-01-01 19:47:00,hispanic/latino(a),2_Equipment violation,,3.0,Alameda del Prado at possess del 00l,16:51:52,17:21:22,1012.0,1041.0,1187.0,-146.0,1,1
611,2020-11-28 19:57:00,1900-01-01 19:57:00,white,"3_Non-moving violation, including registration",,,100 shoreline highway ,16:51:52,17:21:22,1012.0,1041.0,1197.0,-156.0,1,1
612,2020-11-28 16:00:00,1900-01-01 16:00:00,white,1_Moving violation,,11.0,SR1 at Steep Ravine,16:51:52,17:21:22,1012.0,1041.0,960.0,81.0,0,0
613,2020-11-28 22:11:00,1900-01-01 22:11:00,white,1_Moving violation,,3.0,N San Pedro/Merrydale ,16:51:52,17:21:22,1012.0,1041.0,1331.0,-290.0,0,1
614,2020-11-28 23:37:00,1900-01-01 23:37:00,white,,,3.0,37 Park and Ride,16:51:52,17:21:22,1012.0,1041.0,1417.0,-376.0,0,1
620,2020-11-28 23:58:00,1900-01-01 23:58:00,white,1_Moving violation,,26.0,101 /Central  San Rafael,16:51:52,17:21:22,1012.0,1041.0,1438.0,-397.0,0,1
622,2020-11-29 18:28:00,1900-01-01 18:28:00,hispanic/latino(a),2_Equipment violation,,34.0,Second St at Lindero,16:51:37,17:21:10,1012.0,1041.0,1108.0,-67.0,1,1
623,2020-11-29 20:05:00,1900-01-01 20:05:00,hispanic/latino(a),,,5.0,100 BLK 4TH ST,16:51:37,17:21:10,1012.0,1041.0,1205.0,-164.0,1,1
624,2020-11-29 21:06:00,1900-01-01 21:06:00,black/african american,,,,151 Donahue Street,16:51:37,17:21:10,1012.0,1041.0,1266.0,-225.0,1,1
630,2020-12-01 20:22:00,1900-01-01 20:22:00,middle eastern or south asian,1_Moving violation,,14.0,Hwy 101/Lucas Valley Rd,16:51:13,17:20:51,1011.0,1041.0,1222.0,-181.0,1,1
631,2020-12-01 22:15:00,1900-01-01 22:15:00,hispanic/latino(a),2_Equipment violation,,14.0,100 Butterfield Rd,16:51:13,17:20:51,1011.0,1041.0,1335.0,-294.0,0,1
632,2020-12-01 21:35:00,1900-01-01 21:35:00,native american,1_Moving violation,,4.0,Point Reyes Petaluma Rd/ Platform Bridge Rd,16:51:13,17:20:51,1011.0,1041.0,1295.0,-254.0,0,1
633,2020-12-01 22:23:00,1900-01-01 22:23:00,hispanic/latino(a),2_Equipment violation,,14.0,100 Butterfield Rd,16:51:13,17:20:51,1011.0,1041.0,1343.0,-302.0,0,1
634,2020-12-01 22:11:00,1900-01-01 22:11:00,hispanic/latino(a),2_Equipment violation,,,Bridge @ Bridgeway,16:51:13,17:20:51,1011.0,1041.0,1331.0,-290.0,0,1
641,2020-12-02 20:30:00,1900-01-01 20:30:00,hispanic/latino(a),2_Equipment violation,,11.0,Jury Lot,16:51:04,17:20:45,1011.0,1041.0,1230.0,-189.0,1,1
645,2020-12-03 20:43:00,1900-01-01 20:43:00,hispanic/latino(a),2_Equipment violation,,1.0,Sb 101 @ Seminary Drive,16:50:57,17:20:41,1011.0,1041.0,1243.0,-202.0,1,1
646,2020-12-03 21:15:00,1900-01-01 21:15:00,white,2_Equipment violation,,1.0,SB 101 @ Marin city,16:50:57,17:20:41,1011.0,1041.0,1275.0,-234.0,0,1
647,2020-12-03 16:58:00,1900-01-01 16:58:00,black/african american,,,,800 drake avenue ,16:50:57,17:20:41,1011.0,1041.0,1018.0,23.0,0,0
648,2020-12-03 22:40:00,1900-01-01 22:40:00,white,1_Moving violation,,13.0,Tower at meadow,16:50:57,17:20:41,1011.0,1041.0,1360.0,-319.0,0,1
650,2020-12-03 15:58:00,1900-01-01 15:58:00,white,,,1.0,20 Albion Street,16:50:57,17:20:41,1011.0,1041.0,958.0,83.0,0,0
654,2020-12-03 22:28:00,1900-01-01 22:28:00,black/african american,1_Moving violation,,1.0,Pt. San Pedro Rd/ Manderly Rd,16:50:57,17:20:41,1011.0,1041.0,1348.0,-307.0,0,1
656,2020-12-04 17:55:00,1900-01-01 17:55:00,black/african american,2_Equipment violation,,18.0,100 Drake Ave ,16:50:52,17:20:39,1011.0,1041.0,1075.0,-34.0,1,1
657,2020-12-04 17:50:00,1900-01-01 17:50:00,black/african american,2_Equipment violation,,1.0,100 Drake ,16:50:52,17:20:39,1011.0,1041.0,1070.0,-29.0,1,1
658,2020-12-04 17:43:00,1900-01-01 17:43:00,asian,2_Equipment violation,,1.0,1 Bridgeway boulevard,16:50:52,17:20:39,1011.0,1041.0,1063.0,-22.0,1,1
659,2020-12-04 16:59:00,1900-01-01 16:59:00,white,2_Equipment violation,,1.0,No 101 at Paradise Drive,16:50:52,17:20:39,1011.0,1041.0,1019.0,22.0,0,0
660,2020-12-04 22:55:00,1900-01-01 22:55:00,white,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing ,16:50:52,17:20:39,1011.0,1041.0,1375.0,-334.0,0,1
661,2020-12-04 21:26:00,1900-01-01 21:26:00,white,2_Equipment violation,,4.0,Sir Francis drake/ el portal,16:50:52,17:20:39,1011.0,1041.0,1286.0,-245.0,0,1
662,2020-12-04 17:43:00,1900-01-01 17:43:00,hispanic/latino(a),2_Equipment violation,,,Nb highway 101 north of tiburon Blvd ,16:50:52,17:20:39,1011.0,1041.0,1063.0,-22.0,1,1
663,2020-12-04 23:40:00,1900-01-01 23:40:00,hispanic/latino(a),,,6.0,Woodland auburn,16:50:52,17:20:39,1011.0,1041.0,1420.0,-379.0,0,1
664,2020-12-04 23:44:00,1900-01-01 23:44:00,hispanic/latino(a),,,6.0,Woodland auburn,16:50:52,17:20:39,1011.0,1041.0,1424.0,-383.0,0,1
667,2020-12-05 15:35:00,1900-01-01 15:35:00,white,1_Moving violation,,,11000 Petaluma Pt reyes,16:50:49,17:20:39,1011.0,1041.0,935.0,106.0,0,0
669,2020-12-05 22:52:00,1900-01-01 22:52:00,black/african american,2_Equipment violation,,3.0,NB Hwy 101 at Marinwood ,16:50:49,17:20:39,1011.0,1041.0,1372.0,-331.0,0,1
670,2020-12-05 22:52:00,1900-01-01 22:52:00,black/african american,1_Moving violation,,3.0,NB Hwy 101 at Marinwood,16:50:49,17:20:39,1011.0,1041.0,1372.0,-331.0,0,1
672,2020-12-06 22:02:00,1900-01-01 22:02:00,white,,,6.0,1 Lomita Dr,16:50:49,17:20:41,1011.0,1041.0,1322.0,-281.0,0,1
673,2020-12-06 22:04:00,1900-01-01 22:04:00,white,,,6.0,1 Lomita Dr,16:50:49,17:20:41,1011.0,1041.0,1324.0,-283.0,0,1
677,2020-12-06 23:34:00,1900-01-01 23:34:00,middle eastern or south asian,1_Moving violation,,5.0,131 OVERPASS AND TIBURON BLVD,16:50:49,17:20:41,1011.0,1041.0,1414.0,-373.0,0,1
682,2020-12-07 17:53:00,1900-01-01 17:53:00,white,2_Equipment violation,,,Tiburon Blvd/S. Knoll road,16:50:50,17:20:44,1011.0,1041.0,1073.0,-32.0,1,1
683,2020-12-07 22:18:00,1900-01-01 22:18:00,white,,,,Belvedere Drive at Reed Blvd,16:50:50,17:20:44,1011.0,1041.0,1338.0,-297.0,0,1
687,2020-12-08 21:00:00,1900-01-01 21:00:00,white,1_Moving violation,,2.0,800 Blk Binford Road,16:50:54,17:20:50,1011.0,1041.0,1260.0,-219.0,1,1
694,2020-12-09 17:36:00,1900-01-01 17:36:00,white,1_Moving violation,,18.0,5000 northgate dr,16:51:00,17:20:58,1011.0,1041.0,1056.0,-15.0,1,1
696,2020-12-09 23:13:00,1900-01-01 23:13:00,middle eastern or south asian,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,16:51:00,17:20:58,1011.0,1041.0,1393.0,-352.0,0,1
707,2020-12-10 23:32:00,1900-01-01 23:32:00,white,,,3.0,5400 Hanna Ranch Rd,16:51:08,17:21:08,1011.0,1041.0,1412.0,-371.0,0,1
708,2020-12-10 23:32:00,1900-01-01 23:32:00,white,,,3.0,5400 Hanna Ranch Rd,16:51:08,17:21:08,1011.0,1041.0,1412.0,-371.0,0,1
711,2020-12-11 18:20:00,1900-01-01 18:20:00,hispanic/latino(a),1_Moving violation,,4.0,NB 101/ Paradise Dr ,16:51:18,17:21:19,1011.0,1041.0,1100.0,-59.0,1,1
713,2020-12-11 17:49:00,1900-01-01 17:49:00,black/african american,2_Equipment violation,,,Bridge/Bridgeway,16:51:18,17:21:19,1011.0,1041.0,1069.0,-28.0,1,1
718,2020-12-11 15:17:00,1900-01-01 15:17:00,hispanic/latino(a),,,1.0,Hanna Ranch Rd/ Marsh Rd,16:51:18,17:21:19,1011.0,1041.0,917.0,124.0,0,0
720,2020-12-12 21:03:00,1900-01-01 21:03:00,black/african american,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,16:51:30,17:21:33,1012.0,1042.0,1263.0,-221.0,1,1
721,2020-12-12 23:23:00,1900-01-01 23:23:00,asian,"3_Non-moving violation, including registration",,4.0,E sirfrancis drake/ larkspur landing ,16:51:30,17:21:33,1012.0,1042.0,1403.0,-361.0,0,1
724,2020-12-12 23:01:00,1900-01-01 23:01:00,white,2_Equipment violation,,1.0,100 Redwood Highway Frontage Road,16:51:30,17:21:33,1012.0,1042.0,1381.0,-339.0,0,1
726,2020-12-11 19:56:00,1900-01-01 19:56:00,white,2_Equipment violation,,1.0,500 Redwood Highway Frontage Road,16:51:18,17:21:19,1011.0,1041.0,1196.0,-155.0,1,1
731,2020-12-07 17:56:00,1900-01-01 17:56:00,white,1_Moving violation,,34.0,Six Points Trail,16:50:50,17:20:44,1011.0,1041.0,1076.0,-35.0,1,1
732,2020-12-12 17:16:00,1900-01-01 17:16:00,white,1_Moving violation,,34.0,Junction Trail,16:51:30,17:21:33,1012.0,1042.0,1036.0,6.0,0,0
733,2020-12-12 16:50:00,1900-01-01 16:50:00,white,1_Moving violation,,34.0,Junction Trail,16:51:30,17:21:33,1012.0,1042.0,1010.0,32.0,0,0
734,2020-12-13 22:20:00,1900-01-01 22:20:00,white,2_Equipment violation,,,151 Donahue St,16:51:44,17:21:48,1012.0,1042.0,1340.0,-298.0,0,1
735,2020-12-13 23:56:00,1900-01-01 23:56:00,hispanic/latino(a),,,,800 Redwood Hwy frontage road,16:51:44,17:21:48,1012.0,1042.0,1436.0,-394.0,0,1
737,2020-12-14 21:06:00,1900-01-01 21:06:00,hispanic/latino(a),,,,800 redwood highway frontage rd,16:52:00,17:22:06,1012.0,1042.0,1266.0,-224.0,1,1
739,2020-12-14 21:34:00,1900-01-01 21:34:00,hispanic/latino(a),2_Equipment violation,,,110 Strawberry Vlg ,16:52:00,17:22:06,1012.0,1042.0,1294.0,-252.0,0,1
740,2020-12-15 19:47:00,1900-01-01 19:47:00,white,2_Equipment violation,,,Hwy 131 overpass ,16:52:19,17:22:25,1012.0,1042.0,1187.0,-145.0,1,1
741,2020-12-15 20:05:00,1900-01-01 20:05:00,black/african american,,,,49 Cole Dr,16:52:19,17:22:25,1012.0,1042.0,1205.0,-163.0,1,1
742,2020-12-15 20:32:00,1900-01-01 20:32:00,white,1_Moving violation,,,251 Shoreline Hwy,16:52:19,17:22:25,1012.0,1042.0,1232.0,-190.0,1,1
744,2020-12-15 22:39:00,1900-01-01 22:39:00,hispanic/latino(a),2_Equipment violation,,5.0,SFD / DRAKES COVE,16:52:19,17:22:25,1012.0,1042.0,1359.0,-317.0,0,1
747,2020-12-16 21:07:00,1900-01-01 21:07:00,hispanic/latino(a),2_Equipment violation,,11.0,Los Ranchitos/Circle Road,16:52:39,17:22:46,1013.0,1043.0,1267.0,-224.0,1,1
748,2020-12-16 21:17:00,1900-01-01 21:17:00,white,1_Moving violation,,11.0,Merrydale/N.San Pedro,16:52:39,17:22:46,1013.0,1043.0,1277.0,-234.0,0,1
755,2020-12-17 21:37:00,1900-01-01 21:37:00,black/african american,1_Moving violation,,6.0,100 East sir Francis drake,16:53:01,17:23:09,1013.0,1043.0,1297.0,-254.0,0,1
756,2020-12-17 22:34:00,1900-01-01 22:34:00,white,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,16:53:01,17:23:09,1013.0,1043.0,1354.0,-311.0,0,1
757,2020-12-17 22:57:00,1900-01-01 22:57:00,white,"3_Non-moving violation, including registration",,4.0,101s/ lucky,16:53:01,17:23:09,1013.0,1043.0,1377.0,-334.0,0,1
760,2020-12-17 22:33:00,1900-01-01 22:33:00,hispanic/latino(a),2_Equipment violation,,1.0,100 Shoreline Highway,16:53:01,17:23:09,1013.0,1043.0,1353.0,-310.0,0,1
768,2020-12-18 22:33:00,1900-01-01 22:33:00,white,"3_Non-moving violation, including registration",,,Tower/east blithedale,16:53:25,17:23:34,1013.0,1044.0,1353.0,-309.0,0,1
769,2020-12-18 23:46:00,1900-01-01 23:46:00,white,1_Moving violation,,,Nb US 101 at tiburon blvd,16:53:25,17:23:34,1013.0,1044.0,1426.0,-382.0,0,1
770,2020-12-18 15:10:00,1900-01-01 15:10:00,white,,,1.0,600 Redwopd Hwy frontage ,16:53:25,17:23:34,1013.0,1044.0,910.0,134.0,0,0
771,2020-12-18 16:34:00,1900-01-01 16:34:00,white,,,18.0,100 shoreline hwy,16:53:25,17:23:34,1013.0,1044.0,994.0,50.0,0,0
772,2020-12-18 20:21:00,1900-01-01 20:21:00,white,2_Equipment violation,,4.0,Sir Francis drake/ nicasio valley,16:53:25,17:23:34,1013.0,1044.0,1221.0,-177.0,1,1
773,2020-12-18 20:57:00,1900-01-01 20:57:00,hispanic/latino(a),2_Equipment violation,,4.0,101s/lucky ,16:53:25,17:23:34,1013.0,1044.0,1257.0,-213.0,1,1
781,2020-12-19 22:39:00,1900-01-01 22:39:00,hispanic/latino(a),2_Equipment violation,,6.0,Sir Francis drake barry,16:53:52,17:24:01,1014.0,1044.0,1359.0,-315.0,0,1
782,2020-12-19 19:48:00,1900-01-01 19:48:00,white,1_Moving violation,,11.0,Highway 101 at Shoreline Highway ,16:53:52,17:24:01,1014.0,1044.0,1188.0,-144.0,1,1
784,2020-12-19 21:27:00,1900-01-01 21:27:00,hispanic/latino(a),2_Equipment violation,,3.0,San Pablo Ave at civic center,16:53:52,17:24:01,1014.0,1044.0,1287.0,-243.0,0,1
785,2020-12-19 21:27:00,1900-01-01 21:27:00,hispanic/latino(a),2_Equipment violation,,3.0,San Pablo Ave at civic center,16:53:52,17:24:01,1014.0,1044.0,1287.0,-243.0,0,1
788,2020-12-19 22:40:00,1900-01-01 22:40:00,white,2_Equipment violation,,1.0,100 Shoreline Highway,16:53:52,17:24:01,1014.0,1044.0,1360.0,-316.0,0,1
792,2020-12-21 22:32:00,1900-01-01 22:32:00,white,2_Equipment violation,,14.0,100 Tamal Rd,16:54:50,17:24:59,1015.0,1045.0,1352.0,-307.0,0,1
799,2020-12-16 20:56:00,1900-01-01 20:56:00,hispanic/latino(a),1_Moving violation,,26.0,S/B 101 @ paradise,16:52:39,17:22:46,1013.0,1043.0,1256.0,-213.0,1,1
800,2020-12-22 20:50:00,1900-01-01 20:50:00,white,1_Moving violation,,2.0,N San Pedro Rd/ Labrea Dr,16:55:21,17:25:31,1015.0,1046.0,1250.0,-204.0,1,1
801,2020-12-23 21:23:00,1900-01-01 21:23:00,white,2_Equipment violation,,6.0,Ander00n bellam,16:55:55,17:26:04,1016.0,1046.0,1283.0,-237.0,0,1
803,2020-12-23 20:16:00,1900-01-01 20:16:00,middle eastern or south asian,1_Moving violation,,1.0,00uthbound 101 at Marin City,16:55:55,17:26:04,1016.0,1046.0,1216.0,-170.0,1,1
804,2020-12-23 20:24:00,1900-01-01 20:24:00,hispanic/latino(a),2_Equipment violation,,1.0,100 Drake Avenue,16:55:55,17:26:04,1016.0,1046.0,1224.0,-178.0,1,1
805,2020-12-23 20:24:00,1900-01-01 20:24:00,hispanic/latino(a),,,1.0,100 Drake Avenue,16:55:55,17:26:04,1016.0,1046.0,1224.0,-178.0,1,1
809,2020-12-24 22:45:00,1900-01-01 22:45:00,white,1_Moving violation,,11.0,SFD at shadow creek,16:56:31,17:26:39,1017.0,1047.0,1365.0,-318.0,0,1
813,2020-12-25 20:07:00,1900-01-01 20:07:00,hispanic/latino(a),1_Moving violation,,18.0,00uth highway 101 / marinwood ,16:57:08,17:27:15,1017.0,1047.0,1207.0,-160.0,1,1
814,2020-12-05 23:18:00,1900-01-01 23:18:00,white,2_Equipment violation,,26.0,1100 sir Francis drake,16:50:49,17:20:39,1011.0,1041.0,1398.0,-357.0,0,1
815,2020-12-25 21:28:00,1900-01-01 21:28:00,black/african american,"3_Non-moving violation, including registration",,4.0,101 n/shoreline,16:57:08,17:27:15,1017.0,1047.0,1288.0,-241.0,0,1
822,2020-12-27 22:20:00,1900-01-01 22:20:00,white,,,2.0,10 Bayview Dr,16:58:27,17:28:33,1018.0,1049.0,1340.0,-291.0,0,1
824,2020-12-26 21:10:00,1900-01-01 21:10:00,hispanic/latino(a),2_Equipment violation,,3.0,Lucas Valley at Los Gamos,16:57:47,17:27:53,1018.0,1048.0,1270.0,-222.0,1,1
825,2020-12-27 23:21:00,1900-01-01 23:21:00,hispanic/latino(a),1_Moving violation,,2.0,SB 101 @ ADP,16:58:27,17:28:33,1018.0,1049.0,1401.0,-352.0,0,1
827,2020-12-28 22:00:00,1900-01-01 22:00:00,black/african american,,,14.0,100 Fire Rd,16:59:09,17:29:14,1019.0,1049.0,1320.0,-271.0,0,1
834,2020-12-30 16:30:00,1900-01-01 16:30:00,hispanic/latino(a),1_Moving violation,,5.0,SB101 @ Freitas off ramp,17:00:38,17:30:40,1021.0,1051.0,990.0,61.0,0,0
835,2020-12-29 17:15:00,1900-01-01 17:15:00,white,2_Equipment violation,,,Bridge at bridge way ,16:59:53,17:29:56,1020.0,1050.0,1035.0,15.0,0,0
836,2020-12-29 19:29:00,1900-01-01 19:29:00,white,2_Equipment violation,,4.0,7800 Shoreline Highway,16:59:53,17:29:56,1020.0,1050.0,1169.0,-119.0,1,1
837,2020-12-30 18:39:00,1900-01-01 18:39:00,hispanic/latino(a),,,6.0,800 College Ave,17:00:38,17:30:40,1021.0,1051.0,1119.0,-68.0,1,1
838,2020-12-30 23:39:00,1900-01-01 23:39:00,white,1_Moving violation,,14.0,600 Red Hill Ave,17:00:38,17:30:40,1021.0,1051.0,1419.0,-368.0,0,1
853,2020-12-31 16:14:00,1900-01-01 16:14:00,hispanic/latino(a),,,6.0,100 drake ave,17:01:25,17:31:25,1021.0,1051.0,974.0,77.0,0,0
854,2021-01-01 20:14:00,1900-01-01 20:14:00,hispanic/latino(a),2_Equipment violation,,3.0,Las Gallinas Ave/Lucas Valley Rd,17:02:13,17:32:11,1022.0,1052.0,1214.0,-162.0,1,1
855,2021-01-01 20:48:00,1900-01-01 20:48:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,17:02:13,17:32:11,1022.0,1052.0,1248.0,-196.0,1,1
856,2021-01-01 21:57:00,1900-01-01 21:57:00,black/african american,1_Moving violation,,6.0,100 e sir Francis drake,17:02:13,17:32:11,1022.0,1052.0,1317.0,-265.0,0,1
857,2021-01-01 21:38:00,1900-01-01 21:38:00,white,"3_Non-moving violation, including registration",,6.0,500 redwood highway frontage,17:02:13,17:32:11,1022.0,1052.0,1298.0,-246.0,0,1
858,2021-01-01 22:55:00,1900-01-01 22:55:00,hispanic/latino(a),1_Moving violation,,3.0,Los Ranchitos Rd/Circle Rd,17:02:13,17:32:11,1022.0,1052.0,1375.0,-323.0,0,1
859,2021-01-01 23:55:00,1900-01-01 23:55:00,white,,,3.0,100 N San Pedro Rd,17:02:13,17:32:11,1022.0,1052.0,1435.0,-383.0,0,1
862,2021-01-01 17:18:00,1900-01-01 17:18:00,white,1_Moving violation,,15.0,Northbound Highway 101/Redwood Landfill,17:02:13,17:32:11,1022.0,1052.0,1038.0,14.0,0,0
864,2021-01-02 16:21:00,1900-01-01 16:21:00,white,1_Moving violation,,,Shoreline/flamingo,17:03:02,17:32:59,1023.0,1053.0,981.0,72.0,0,0
865,2021-01-02 17:37:00,1900-01-01 17:37:00,white,2_Equipment violation,,6.0,100 tiburon blvd,17:03:02,17:32:59,1023.0,1053.0,1057.0,-4.0,1,1
866,2021-01-02 18:12:00,1900-01-01 18:12:00,middle eastern or south asian,2_Equipment violation,,6.0,100 seminary dr,17:03:02,17:32:59,1023.0,1053.0,1092.0,-39.0,1,1
867,2021-01-02 20:36:00,1900-01-01 20:36:00,white,2_Equipment violation,,6.0,200 shoreline,17:03:02,17:32:59,1023.0,1053.0,1236.0,-183.0,1,1
868,2021-01-02 22:00:00,1900-01-01 22:00:00,white,2_Equipment violation,,4.0,E sir Francis/larkspur landing ,17:03:02,17:32:59,1023.0,1053.0,1320.0,-267.0,0,1
872,2021-01-02 21:45:00,1900-01-01 21:45:00,white,2_Equipment violation,,1.0,Sb Highway 101 at Rodeo Avenue,17:03:02,17:32:59,1023.0,1053.0,1305.0,-252.0,0,1
873,2021-01-02 20:45:00,1900-01-01 20:45:00,white,2_Equipment violation,,1.0,Sb Highway 101 at Rodeo Avenue,17:03:02,17:32:59,1023.0,1053.0,1245.0,-192.0,1,1
875,2021-01-03 21:09:00,1900-01-01 21:09:00,black/african american,1_Moving violation,,1.0,100 Donahue Street,17:03:53,17:33:48,1024.0,1054.0,1269.0,-215.0,1,1
