,date,time,race,race perceived prior,type,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
5097,2022-04-23,1900-01-01 18:37:00,hispanic/latino,False,Equipment Violation,"37.85555977, -122.2647199",19:52:15,20:20:32,1192.0,1221.0,1117.0,104.0,1,0
5098,2022-04-23,1900-01-01 19:55:00,black/african american,False,Equipment Violation,"37.84730645, -122.2813175",19:52:15,20:20:32,1192.0,1221.0,1195.0,26.0,1,0
5099,2022-04-23,1900-01-01 23:59:00,hispanic/latino,False,Moving Violation,"37.86159412, -122.2535447",19:52:15,20:20:32,1192.0,1221.0,1439.0,-218.0,0,1
5101,2022-04-23,1900-01-01 20:20:00,middle eastern/south asian,False,Moving Violation,"37.86494844, -122.2598228",19:52:15,20:20:32,1192.0,1221.0,1220.0,1.0,1,0
5104,2022-04-24,1900-01-01 20:22:00,middle eastern/south asian,False,Moving Violation,"37.87017396, -122.26849",19:53:11,20:21:32,1193.0,1222.0,1222.0,0.0,1,1
5105,2022-04-24,1900-01-01 21:49:00,black/african american,False,Moving Violation,"37.86541164, -122.2552037",19:53:11,20:21:32,1193.0,1222.0,1309.0,-87.0,0,1
5106,2022-04-24,1900-01-01 21:10:00,black/african american,False,Equipment Violation,"37.8643782, -122.2722603",19:53:11,20:21:32,1193.0,1222.0,1270.0,-48.0,0,1
5112,2022-04-25,1900-01-01 22:50:00,hispanic/latino,False,Moving Violation,"37.86219041, -122.2935231",19:54:06,20:22:32,1194.0,1223.0,1370.0,-147.0,0,1
5116,2022-04-26,1900-01-01 23:01:00,black/african american,True,Moving Violation,"37.84910372, -122.2685111",19:55:02,20:23:32,1195.0,1224.0,1381.0,-157.0,0,1
5117,2022-04-26,1900-01-01 15:47:00,middle eastern/south asian,False,Moving Violation,"37.86686747, -122.2736597",19:55:02,20:23:32,1195.0,1224.0,947.0,277.0,0,0
5118,2022-04-26,1900-01-01 18:46:00,black/african american,False,Moving Violation,"37.86980105, -122.2735901",19:55:02,20:23:32,1195.0,1224.0,1126.0,98.0,1,0
5120,2022-04-26,1900-01-01 18:44:00,black/african american,False,Moving Violation,"37.86171036, -122.2853255",19:55:02,20:23:32,1195.0,1224.0,1124.0,100.0,1,0
5122,2022-04-27,1900-01-01 22:48:00,white,False,Moving Violation,"37.86916727, -122.2726659",19:55:58,20:24:33,1196.0,1225.0,1368.0,-143.0,0,1
5123,2022-04-27,1900-01-01 16:19:00,black/african american,False,Moving Violation,"37.86258255, -122.279139",19:55:58,20:24:33,1196.0,1225.0,979.0,246.0,0,0
5124,2022-04-27,1900-01-01 22:20:00,white,False,Moving Violation,"37.86550006, -122.2556932",19:55:58,20:24:33,1196.0,1225.0,1340.0,-115.0,0,1
5128,2022-04-28,1900-01-01 16:52:00,hispanic/latino,False,Moving Violation,"37.87004586, -122.2814069",19:56:53,20:25:33,1197.0,1226.0,1012.0,214.0,0,0
5129,2022-04-28,1900-01-01 18:21:00,black/african american,True,Moving Violation,"37.87169263, -122.2728315",19:56:53,20:25:33,1197.0,1226.0,1101.0,125.0,1,0
5134,2022-04-29,1900-01-01 22:50:00,black/african american,False,Moving Violation,"37.87270202, -122.2926945",19:57:49,20:26:33,1198.0,1227.0,1370.0,-143.0,0,1
5135,2022-04-29,1900-01-01 22:36:00,middle eastern/south asian,False,Moving Violation,"37.86754191, -122.2546506",19:57:49,20:26:33,1198.0,1227.0,1356.0,-129.0,0,1
5136,2022-04-29,1900-01-01 22:26:00,hispanic/latino,True,Moving Violation,"37.87365517, -122.2936448",19:57:49,20:26:33,1198.0,1227.0,1346.0,-119.0,0,1
5137,2022-04-30,1900-01-01 15:51:00,black/african american,False,Moving Violation,"37.86616182, -122.2970478",19:58:44,20:27:34,1199.0,1228.0,951.0,277.0,0,0
5140,2022-04-30,1900-01-01 22:48:00,hispanic/latino,False,Non-moving violation / including registration,"37.86608088, -122.3061181",19:58:44,20:27:34,1199.0,1228.0,1368.0,-140.0,0,1
5141,2022-05-01,1900-01-01 19:08:00,white,False,Non-moving violation / including registration,"37.86662393, -122.2684105",19:59:39,20:28:34,1200.0,1229.0,1148.0,81.0,1,0
5142,2022-05-01,1900-01-01 21:53:00,white,False,Moving Violation,"37.85667343, -122.2714012",19:59:39,20:28:34,1200.0,1229.0,1313.0,-84.0,0,1
5145,2022-05-01,1900-01-01 23:45:00,black/african american,False,Moving Violation,"37.88003571, -122.307339",19:59:39,20:28:34,1200.0,1229.0,1425.0,-196.0,0,1
5148,2022-05-02,1900-01-01 17:13:00,asian,False,Moving Violation,"37.87152316, -122.2740169",20:00:35,20:29:34,1201.0,1230.0,1033.0,197.0,0,0
5152,2022-05-04,1900-01-01 18:39:00,black/african american,False,Moving Violation,"5.7e-14, 5.7e-14",20:02:25,20:31:35,1202.0,1232.0,1119.0,113.0,1,0
5153,2022-05-04,1900-01-01 21:43:00,black/african american,False,Moving Violation,"37.86880373, -122.2709313",20:02:25,20:31:35,1202.0,1232.0,1303.0,-71.0,0,1
5154,2022-05-04,1900-01-01 21:15:00,white,False,Moving Violation,"37.8695754, -122.2522964",20:02:25,20:31:35,1202.0,1232.0,1275.0,-43.0,0,1
5156,2022-05-04,1900-01-01 22:05:00,middle eastern/south asian,True,Moving Violation,"37.86744445, -122.2658069",20:02:25,20:31:35,1202.0,1232.0,1325.0,-93.0,0,1
5160,2022-05-05,1900-01-01 19:40:00,white,False,Moving Violation,"37.86818919, -122.2795014",20:03:20,20:32:35,1203.0,1233.0,1180.0,53.0,1,0
5161,2022-05-05,1900-01-01 17:36:00,hispanic/latino,False,Equipment Violation,"37.87101797, -122.2766921",20:03:20,20:32:35,1203.0,1233.0,1056.0,177.0,1,0
5184,2022-05-06,1900-01-01 18:54:00,white,False,Equipment Violation,"37.88008165, -122.2961433",20:04:14,20:33:34,1204.0,1234.0,1134.0,100.0,1,0
5185,2022-05-06,1900-01-01 18:14:00,asian,False,Moving Violation,"37.87270599, -122.2782067",20:04:14,20:33:34,1204.0,1234.0,1094.0,140.0,1,0
5186,2022-05-06,1900-01-01 17:34:00,asian,True,Moving Violation,"37.87694691, -122.280636",20:04:14,20:33:34,1204.0,1234.0,1054.0,180.0,1,0
5187,2022-05-06,1900-01-01 23:19:00,white,False,Non-moving violation / including registration,"37.87017355, -122.2817524",20:04:14,20:33:34,1204.0,1234.0,1399.0,-165.0,0,1
5189,2022-05-06,1900-01-01 22:36:00,middle eastern/south asian,False,Moving Violation,"37.858294, -122.2669946",20:04:14,20:33:34,1204.0,1234.0,1356.0,-122.0,0,1
5191,2022-05-06,1900-01-01 16:36:00,white,False,Moving Violation,"37.87753461, -122.2758574",20:04:14,20:33:34,1204.0,1234.0,996.0,238.0,0,0
5205,2022-05-07,1900-01-01 22:33:00,hispanic/latino,False,Moving Violation,"37.86675811, -122.2611337",20:05:09,20:34:34,1205.0,1235.0,1353.0,-118.0,0,1
5206,2022-05-07,1900-01-01 22:49:00,white,False,Moving Violation,"37.87448398, -122.2662238",20:05:09,20:34:34,1205.0,1235.0,1369.0,-134.0,0,1
5209,2022-05-07,1900-01-01 19:47:00,black/african american,False,Moving Violation,"37.87158475, -122.2844291",20:05:09,20:34:34,1205.0,1235.0,1187.0,48.0,1,0
5210,2022-05-07,1900-01-01 22:00:00,middle eastern/south asian,False,Moving Violation,"37.86652532, -122.2548559",20:05:09,20:34:34,1205.0,1235.0,1320.0,-85.0,0,1
5211,2022-05-07,1900-01-01 22:20:00,black/african american,False,Moving Violation,"37.86654504, -122.2539274",20:05:09,20:34:34,1205.0,1235.0,1340.0,-105.0,0,1
5214,2022-05-07,1900-01-01 20:55:00,white,False,Equipment Violation,"37.85552939, -122.2396038",20:05:09,20:34:34,1205.0,1235.0,1255.0,-20.0,1,1
5215,2022-05-08,1900-01-01 22:33:00,hispanic/latino,False,Equipment Violation,"37.8679459, -122.2981942",20:06:03,20:35:34,1206.0,1236.0,1353.0,-117.0,0,1
5217,2022-05-08,1900-01-01 22:13:00,asian,False,Moving Violation,"37.86791711, -122.2987503",20:06:03,20:35:34,1206.0,1236.0,1333.0,-97.0,0,1
5220,2022-05-08,1900-01-01 19:00:00,asian,False,Moving Violation,"37.86724843, -122.2825989",20:06:03,20:35:34,1206.0,1236.0,1140.0,96.0,1,0
5221,2022-05-08,1900-01-01 19:03:00,middle eastern/south asian,False,Non-moving violation / including registration,"37.86451559, -122.2564099",20:06:03,20:35:34,1206.0,1236.0,1143.0,93.0,1,0
5222,2022-05-09,1900-01-01 16:38:00,white,False,Moving Violation,"37.87172279, -122.272567",20:06:57,20:36:33,1207.0,1237.0,998.0,239.0,0,0
5227,2022-05-10,1900-01-01 19:26:00,asian,False,Moving Violation,"37.87910597, -122.2917814",20:07:51,20:37:32,1208.0,1238.0,1166.0,72.0,1,0
5228,2022-05-10,1900-01-01 22:48:00,hispanic/latino,False,Moving Violation,"37.87333006, -122.2731999",20:07:51,20:37:32,1208.0,1238.0,1368.0,-130.0,0,1
5229,2022-05-10,1900-01-01 23:42:00,white,False,Equipment Violation,"37.87431115, -122.2648453",20:07:51,20:37:32,1208.0,1238.0,1422.0,-184.0,0,1
5232,2022-05-11,1900-01-01 16:39:00,asian,False,Moving Violation,"37.87163167, -122.2763321",20:08:45,20:38:31,1209.0,1239.0,999.0,240.0,0,0
5233,2022-05-11,1900-01-01 16:50:00,white,False,Moving Violation,"37.87205296, -122.2696687",20:08:45,20:38:31,1209.0,1239.0,1010.0,229.0,0,0
5234,2022-05-11,1900-01-01 16:48:00,black/african american,False,Moving Violation,"37.86919242, -122.2841256",20:08:45,20:38:31,1209.0,1239.0,1008.0,231.0,0,0
5237,2022-05-13,1900-01-01 19:29:00,white,False,Equipment Violation,"37.88154578, -122.3004193",20:10:31,20:40:28,1211.0,1240.0,1169.0,71.0,1,0
5238,2022-05-13,1900-01-01 22:36:00,black/african american,False,Moving Violation,"37.85114519, -122.2865014",20:10:31,20:40:28,1211.0,1240.0,1356.0,-116.0,0,1
5239,2022-05-13,1900-01-01 19:29:00,black/african american,False,Equipment Violation,"37.88154578, -122.3004193",20:10:31,20:40:28,1211.0,1240.0,1169.0,71.0,1,0
5252,2022-05-14,1900-01-01 23:30:00,black/african american,False,Non-moving violation / including registration,"37.86793619, -122.2578789",20:11:24,20:41:25,1211.0,1241.0,1410.0,-169.0,0,1
5255,2022-05-14,1900-01-01 22:30:00,black/african american,False,Moving Violation,"37.85962604, -122.2801961",20:11:24,20:41:25,1211.0,1241.0,1350.0,-109.0,0,1
5256,2022-05-14,1900-01-01 23:06:00,asian,False,Moving Violation,"37.85984107, -122.2559346",20:11:24,20:41:25,1211.0,1241.0,1386.0,-145.0,0,1
5257,2022-05-15,1900-01-01 19:25:00,mixed,False,Non-moving violation / including registration,"37.87019428, -122.2798427",20:12:16,20:42:23,1212.0,1242.0,1165.0,77.0,1,0
5258,2022-05-15,1900-01-01 21:20:00,hispanic/latino,False,Non-moving violation / including registration,"37.87971235, -122.2955158",20:12:16,20:42:23,1212.0,1242.0,1280.0,-38.0,0,1
5263,2022-05-16,1900-01-01 16:09:00,white,False,Equipment Violation,"37.87067042, -122.26782",20:13:08,20:43:20,1213.0,1243.0,969.0,274.0,0,0
5264,2022-05-16,1900-01-01 18:47:00,asian,False,Moving Violation,"37.87065285, -122.2818884",20:13:08,20:43:20,1213.0,1243.0,1127.0,116.0,1,0
5265,2022-05-16,1900-01-01 21:54:00,black/african american,True,Equipment Violation,"37.86309313, -122.2901382",20:13:08,20:43:20,1213.0,1243.0,1314.0,-71.0,0,1
5275,2022-05-19,1900-01-01 22:00:00,white,False,Moving Violation,"37.86183779, -122.2535903",20:15:40,20:46:07,1216.0,1246.0,1320.0,-74.0,0,1
5276,2022-05-19,1900-01-01 22:46:00,black/african american,False,Moving Violation,"37.86866177, -122.2939416",20:15:40,20:46:07,1216.0,1246.0,1366.0,-120.0,0,1
5279,2022-05-20,1900-01-01 19:37:00,black/african american,False,Equipment Violation,"37.85143454, -122.2524882",20:16:30,20:47:02,1216.0,1247.0,1177.0,70.0,1,0
5280,2022-05-20,1900-01-01 22:40:00,asian,False,Non-moving violation / including registration,"37.86804769, -122.2562965",20:16:30,20:47:02,1216.0,1247.0,1360.0,-113.0,0,1
5281,2022-05-21,1900-01-01 19:34:00,white,False,Moving Violation,"37.87169402, -122.2715661",20:17:19,20:47:56,1217.0,1248.0,1174.0,74.0,1,0
5287,2022-05-22,1900-01-01 22:53:00,white,False,Moving Violation,"37.87261129, -122.2710268",20:18:08,20:48:50,1218.0,1249.0,1373.0,-124.0,0,1
5293,2022-05-24,1900-01-01 23:44:00,white,False,Moving Violation,"37.86597508, -122.3060804",20:19:43,20:50:34,1220.0,1251.0,1424.0,-173.0,0,1
5298,2022-05-24,1900-01-01 23:13:00,white,False,Moving Violation,"37.87131252, -122.2757384",20:19:43,20:50:34,1220.0,1251.0,1393.0,-142.0,0,1
5299,2022-05-25,1900-01-01 16:32:00,asian,False,Moving Violation,"5.7e-14, 5.7e-14",20:20:30,20:51:25,1220.0,1251.0,992.0,259.0,0,0
5301,2022-05-25,1900-01-01 22:09:00,white,False,Equipment Violation,"37.8729316, -122.2823277",20:20:30,20:51:25,1220.0,1251.0,1329.0,-78.0,0,1
5303,2022-05-26,1900-01-01 15:30:00,white,False,Equipment Violation,"37.86141484, -122.2808574",20:21:15,20:52:15,1221.0,1252.0,930.0,322.0,0,0
5308,2022-05-27,1900-01-01 15:10:00,hispanic/latino,True,Moving Violation,"37.87740492, -122.2805392",20:22:00,20:53:05,1222.0,1253.0,910.0,343.0,0,0
5309,2022-05-27,1900-01-01 15:30:00,white,True,Moving Violation,"37.87627279, -122.2863987",20:22:00,20:53:05,1222.0,1253.0,930.0,323.0,0,0
5310,2022-05-27,1900-01-01 15:41:00,hispanic/latino,False,Moving Violation,"37.87029462, -122.27353",20:22:00,20:53:05,1222.0,1253.0,941.0,312.0,0,0
5315,2022-05-28,1900-01-01 19:33:00,middle eastern/south asian,False,Moving Violation,"37.8688769, -122.2841091",20:22:44,20:53:53,1223.0,1254.0,1173.0,81.0,1,0
5316,2022-05-28,1900-01-01 22:16:00,white,False,Moving Violation,"37.86312059, -122.2588757",20:22:44,20:53:53,1223.0,1254.0,1336.0,-82.0,0,1
5317,2022-05-28,1900-01-01 22:21:00,black/african american,False,Moving Violation,"37.87057637, -122.2840361",20:22:44,20:53:53,1223.0,1254.0,1341.0,-87.0,0,1
5318,2022-05-29,1900-01-01 20:54:00,black/african american,False,Moving Violation,"37.86649079, -122.2724013",20:23:28,20:54:40,1223.0,1255.0,1254.0,1.0,1,0
5319,2022-05-29,1900-01-01 22:33:00,mixed,False,Moving Violation,"37.87299496, -122.2756725",20:23:28,20:54:40,1223.0,1255.0,1353.0,-98.0,0,1
5320,2022-05-29,1900-01-01 21:50:00,black/african american,False,Moving Violation,"37.85621153, -122.2593663",20:23:28,20:54:40,1223.0,1255.0,1310.0,-55.0,0,1
5325,2022-05-29,1900-01-01 18:58:00,white,False,Moving Violation,"37.86980038, -122.2733114",20:23:28,20:54:40,1223.0,1255.0,1138.0,117.0,1,0
5326,2022-05-29,1900-01-01 19:05:00,asian,False,Moving Violation,"37.85814341, -122.2801534",20:23:28,20:54:40,1223.0,1255.0,1145.0,110.0,1,0
5327,2022-05-29,1900-01-01 19:45:00,hispanic/latino,False,Moving Violation,"37.85450629, -122.269715",20:23:28,20:54:40,1223.0,1255.0,1185.0,70.0,1,0
5330,2022-05-30,1900-01-01 22:30:00,black/african american,False,Moving Violation,"37.85516935, -122.2795097",20:24:10,20:55:26,1224.0,1255.0,1350.0,-95.0,0,1
5331,2022-05-30,1900-01-01 23:27:00,black/african american,False,Equipment Violation,"37.85535764, -122.2658984",20:24:10,20:55:26,1224.0,1255.0,1407.0,-152.0,0,1
5334,2022-05-31,1900-01-01 23:17:00,black/african american,False,Equipment Violation,"37.87671174, -122.3051789",20:24:51,20:56:12,1225.0,1256.0,1397.0,-141.0,0,1
5337,2022-06-01,1900-01-01 22:43:00,hispanic/latino,False,Moving Violation,"37.87015376, -122.2820435",20:25:31,20:56:56,1226.0,1257.0,1363.0,-106.0,0,1
5338,2022-06-01,1900-01-01 15:55:00,middle eastern/south asian,False,Moving Violation,"37.87145336, -122.2731163",20:25:31,20:56:56,1226.0,1257.0,955.0,302.0,0,0
5339,2022-06-02,1900-01-01 23:54:00,black/african american,False,Moving Violation,"37.8501495, -122.3001008",20:26:11,20:57:38,1226.0,1258.0,1434.0,-176.0,0,1
5341,2022-06-02,1900-01-01 23:22:00,asian,False,Equipment Violation,"37.86794157, -122.2580887",20:26:11,20:57:38,1226.0,1258.0,1402.0,-144.0,0,1
5342,2022-06-02,1900-01-01 22:52:00,white,False,Moving Violation,"37.87120562, -122.2735963",20:26:11,20:57:38,1226.0,1258.0,1372.0,-114.0,0,1
5343,2022-06-02,1900-01-01 19:51:00,white,False,Non-moving violation / including registration,"37.87977367, -122.2954696",20:26:11,20:57:38,1226.0,1258.0,1191.0,67.0,1,0
5344,2022-06-02,1900-01-01 22:48:00,asian,False,Moving Violation,"37.86364064, -122.2699797",20:26:11,20:57:38,1226.0,1258.0,1368.0,-110.0,0,1
5345,2022-06-02,1900-01-01 23:11:00,black/african american,False,Equipment Violation,"37.85484516, -122.2950611",20:26:11,20:57:38,1226.0,1258.0,1391.0,-133.0,0,1
5346,2022-06-02,1900-01-01 19:32:00,white,False,Moving Violation,"37.87156633, -122.2739942",20:26:11,20:57:38,1226.0,1258.0,1172.0,86.0,1,0
5347,2022-06-02,1900-01-01 16:00:00,white,False,Moving Violation,"37.87132391, -122.2928476",20:26:11,20:57:38,1226.0,1258.0,960.0,298.0,0,0
5350,2022-06-02,1900-01-01 16:17:00,black/african american,False,Non-moving violation / including registration,"37.86481091, -122.2907439",20:26:11,20:57:38,1226.0,1258.0,977.0,281.0,0,0
5351,2022-06-02,1900-01-01 19:17:00,black/african american,True,Equipment Violation,"37.87819812, -122.2707998",20:26:11,20:57:38,1226.0,1258.0,1157.0,101.0,1,0
5352,2022-06-02,1900-01-01 17:38:00,hispanic/latino,False,Non-moving violation / including registration,"37.85550127, -122.2649711",20:26:11,20:57:38,1226.0,1258.0,1058.0,200.0,1,0
5353,2022-06-03,1900-01-01 21:22:00,black/african american,False,Moving Violation,"37.8730932, -122.2757652",20:26:49,20:58:20,1227.0,1258.0,1282.0,-24.0,0,1
5354,2022-06-03,1900-01-01 20:14:00,hispanic/latino,False,Moving Violation,"37.87167862, -122.2791666",20:26:49,20:58:20,1227.0,1258.0,1214.0,44.0,1,0
5355,2022-06-03,1900-01-01 21:09:00,hispanic/latino,False,Moving Violation,"37.88461067, -122.2761686",20:26:49,20:58:20,1227.0,1258.0,1269.0,-11.0,0,1
5356,2022-06-03,1900-01-01 19:15:00,white,False,Moving Violation,"37.87218828, -122.2695541",20:26:49,20:58:20,1227.0,1258.0,1155.0,103.0,1,0
5357,2022-06-03,1900-01-01 22:15:00,black/african american,False,Moving Violation,"37.8715342, -122.2739829",20:26:49,20:58:20,1227.0,1258.0,1335.0,-77.0,0,1
5358,2022-06-03,1900-01-01 21:55:00,hispanic/latino,False,Moving Violation,"37.85822577, -122.27142",20:26:49,20:58:20,1227.0,1258.0,1315.0,-57.0,0,1
5361,2022-06-03,1900-01-01 22:25:00,hispanic/latino,False,Equipment Violation,"37.86252273, -122.2673371",20:26:49,20:58:20,1227.0,1258.0,1345.0,-87.0,0,1
5366,2022-06-04,1900-01-01 23:55:00,black/african american,False,Moving Violation,"37.86971594, -122.2925692",20:27:26,20:59:00,1227.0,1259.0,1435.0,-176.0,0,1
5367,2022-06-04,1900-01-01 20:56:00,black/african american,True,Moving Violation,"37.85241959, -122.2709977",20:27:26,20:59:00,1227.0,1259.0,1256.0,3.0,1,0
5368,2022-06-06,1900-01-01 20:01:00,middle eastern/south asian,False,Moving Violation,"37.87172728, -122.2727205",20:28:36,21:00:17,1229.0,1260.0,1201.0,59.0,1,0
5369,2022-06-06,1900-01-01 21:23:00,white,False,Equipment Violation,"37.8567214, -122.2940568",20:28:36,21:00:17,1229.0,1260.0,1283.0,-23.0,0,1
5372,2022-06-08,1900-01-01 22:42:00,black/african american,False,Non-moving violation / including registration,"37.87021807, -122.2936426",20:29:42,21:01:28,1230.0,1261.0,1362.0,-101.0,0,1
5375,2022-06-08,1900-01-01 18:24:00,black/african american,False,Moving Violation,"37.85847312, -122.280087",20:29:42,21:01:28,1230.0,1261.0,1104.0,157.0,1,0
5376,2022-06-08,1900-01-01 22:07:00,white,False,Equipment Violation,"37.87685684, -122.3051325",20:29:42,21:01:28,1230.0,1261.0,1327.0,-66.0,0,1
5377,2022-06-08,1900-01-01 21:36:00,middle eastern/south asian,False,Equipment Violation,"37.86999251, -122.2860549",20:29:42,21:01:28,1230.0,1261.0,1296.0,-35.0,0,1
5378,2022-06-08,1900-01-01 22:13:00,asian,False,Moving Violation,"37.86964864, -122.2868927",20:29:42,21:01:28,1230.0,1261.0,1333.0,-72.0,0,1
5379,2022-06-08,1900-01-01 21:07:00,black/african american,False,Moving Violation,"37.85198353, -122.2707339",20:29:42,21:01:28,1230.0,1261.0,1267.0,-6.0,1,1
5380,2022-06-08,1900-01-01 21:12:00,black/african american,False,Moving Violation,"37.86206262, -122.2809392",20:29:42,21:01:28,1230.0,1261.0,1272.0,-11.0,0,1
5381,2022-06-08,1900-01-01 21:43:00,black/african american,False,Moving Violation,"37.86889324, -122.2935726",20:29:42,21:01:28,1230.0,1261.0,1303.0,-42.0,0,1
5382,2022-06-08,1900-01-01 20:34:00,hispanic/latino,False,Equipment Violation,"37.86521716, -122.2576637",20:29:42,21:01:28,1230.0,1261.0,1234.0,27.0,1,0
5383,2022-06-08,1900-01-01 23:26:00,asian,False,Moving Violation,"37.87065457, -122.272442",20:29:42,21:01:28,1230.0,1261.0,1406.0,-145.0,0,1
5384,2022-06-08,1900-01-01 22:58:00,black/african american,False,Moving Violation,"37.8644943, -122.2907264",20:29:42,21:01:28,1230.0,1261.0,1378.0,-117.0,0,1
5385,2022-06-08,1900-01-01 23:14:00,black/african american,False,Moving Violation,"37.85007196, -122.2866903",20:29:42,21:01:28,1230.0,1261.0,1394.0,-133.0,0,1
5386,2022-06-08,1900-01-01 23:23:00,asian,True,Moving Violation,"37.86740328, -122.3008278",20:29:42,21:01:28,1230.0,1261.0,1403.0,-142.0,0,1
5388,2022-06-09,1900-01-01 21:40:00,white,True,Moving Violation,"37.86866964, -122.2601425",20:30:13,21:02:01,1230.0,1262.0,1300.0,-38.0,0,1
5389,2022-06-10,1900-01-01 22:08:00,hispanic/latino,False,Equipment Violation,"37.85052482, -122.2728663",20:30:42,21:02:33,1231.0,1263.0,1328.0,-65.0,0,1
5394,2022-06-10,1900-01-01 15:53:00,mixed,False,Moving Violation,"37.86117774, -122.2805621",20:30:42,21:02:33,1231.0,1263.0,953.0,310.0,0,0
5398,2022-06-11,1900-01-01 19:48:00,black/african american,False,Moving Violation,"37.86794891, -122.2677055",20:31:11,21:03:03,1231.0,1263.0,1188.0,75.0,1,0
5399,2022-06-11,1900-01-01 21:09:00,hispanic/latino,False,Moving Violation,"37.87069583, -122.2723154",20:31:11,21:03:03,1231.0,1263.0,1269.0,-6.0,0,1
5402,2022-06-12,1900-01-01 23:37:00,black/african american,False,Moving Violation,"37.86718187, -122.2724893",20:31:37,21:03:31,1232.0,1264.0,1417.0,-153.0,0,1
5403,2022-06-12,1900-01-01 21:27:00,black/african american,False,Moving Violation,"37.86719348, -122.2828358",20:31:37,21:03:31,1232.0,1264.0,1287.0,-23.0,0,1
5404,2022-06-12,1900-01-01 21:20:00,mixed,False,Moving Violation,"37.86533688, -122.2966721",20:31:37,21:03:31,1232.0,1264.0,1280.0,-16.0,0,1
5405,2022-06-12,1900-01-01 17:20:00,black/african american,False,Moving Violation,"37.85483023, -122.287689",20:31:37,21:03:31,1232.0,1264.0,1040.0,224.0,1,0
5407,2022-06-13,1900-01-01 16:38:00,hispanic/latino,False,Moving Violation,"37.87180481, -122.2709228",20:32:03,21:03:58,1232.0,1264.0,998.0,266.0,0,0
5408,2022-06-13,1900-01-01 22:06:00,black/african american,False,Moving Violation,"37.85854558, -122.2528828",20:32:03,21:03:58,1232.0,1264.0,1326.0,-62.0,0,1
5410,2022-06-14,1900-01-01 15:09:00,white,True,Moving Violation,"37.86725227, -122.2818712",20:32:26,21:04:23,1232.0,1264.0,909.0,355.0,0,0
5411,2022-06-14,1900-01-01 17:42:00,black/african american,False,Moving Violation,"37.87073842, -122.27158",20:32:26,21:04:23,1232.0,1264.0,1062.0,202.0,1,0
5423,2022-06-15,1900-01-01 17:06:00,middle eastern/south asian,False,Equipment Violation,"37.85837381, -122.2802493",20:32:49,21:04:47,1233.0,1265.0,1026.0,239.0,0,0
5428,2022-06-16,1900-01-01 22:16:00,black/african american,False,Moving Violation,"37.85991164, -122.2870366",20:33:09,21:05:09,1233.0,1265.0,1336.0,-71.0,0,1
5429,2022-06-16,1900-01-01 22:00:00,hispanic/latino,False,Moving Violation,"37.85186523, -122.2887588",20:33:09,21:05:09,1233.0,1265.0,1320.0,-55.0,0,1
5437,2022-06-16,1900-01-01 21:14:00,white,False,Moving Violation,"37.86949622, -122.2898164",20:33:09,21:05:09,1233.0,1265.0,1274.0,-9.0,0,1
5438,2022-06-16,1900-01-01 19:32:00,asian,False,Moving Violation,"37.86779641, -122.2661562",20:33:09,21:05:09,1233.0,1265.0,1172.0,93.0,1,0
5439,2022-06-16,1900-01-01 21:53:00,white,False,Moving Violation,"37.85328562, -122.2812559",20:33:09,21:05:09,1233.0,1265.0,1313.0,-48.0,0,1
5440,2022-06-16,1900-01-01 21:30:00,black/african american,False,Moving Violation,"37.85942338, -122.2891095",20:33:09,21:05:09,1233.0,1265.0,1290.0,-25.0,0,1
5441,2022-06-16,1900-01-01 17:46:00,white,True,Moving Violation,"37.85181778, -122.286637",20:33:09,21:05:09,1233.0,1265.0,1066.0,199.0,1,0
5443,2022-06-16,1900-01-01 18:49:00,black/african american,False,Equipment Violation,"37.8743437, -122.2831402",20:33:09,21:05:09,1233.0,1265.0,1129.0,136.0,1,0
5444,2022-06-16,1900-01-01 18:25:00,hispanic/latino,False,Moving Violation,"37.8656824, -122.2674469",20:33:09,21:05:09,1233.0,1265.0,1105.0,160.0,1,0
5445,2022-06-17,1900-01-01 22:02:00,hispanic/latino,False,Moving Violation,"37.85279554, -122.2841212",20:33:29,21:05:29,1233.0,1265.0,1322.0,-57.0,0,1
5446,2022-06-17,1900-01-01 17:18:00,black/african american,True,Moving Violation,"37.87996504, -122.2955581",20:33:29,21:05:29,1233.0,1265.0,1038.0,227.0,0,0
5447,2022-06-17,1900-01-01 18:24:00,black/african american,True,Non-moving violation / including registration,"37.86926267, -122.2922235",20:33:29,21:05:29,1233.0,1265.0,1104.0,161.0,1,0
5448,2022-06-17,1900-01-01 19:54:00,white,False,Moving Violation,"37.88148272, -122.29007",20:33:29,21:05:29,1233.0,1265.0,1194.0,71.0,1,0
5449,2022-06-17,1900-01-01 18:48:00,white,True,Non-moving violation / including registration,"37.87814336, -122.2711656",20:33:29,21:05:29,1233.0,1265.0,1128.0,137.0,1,0
5451,2022-06-17,1900-01-01 20:51:00,black/african american,False,Equipment Violation,"37.85612406, -122.2784279",20:33:29,21:05:29,1233.0,1265.0,1251.0,14.0,1,0
5452,2022-06-17,1900-01-01 23:56:00,hispanic/latino,False,Moving Violation,"37.86672621, -122.2702086",20:33:29,21:05:29,1233.0,1265.0,1436.0,-171.0,0,1
5453,2022-06-17,1900-01-01 22:45:00,white,False,Moving Violation,"37.86585849, -122.2671106",20:33:29,21:05:29,1233.0,1265.0,1365.0,-100.0,0,1
